OpCo,TC_Id,MicroserviceName,ApiName,Method,Description,Keywords,LoopCount,Service_Type,Start_Date,End_Date,port,Alternate_No,dob,email,fdn1,fdn2,fdn3,fdn4,fdn5,firstName_1,lastName_1,lastRecharge,mmn,MSISDN,smsBodys,newSimSerial,placeofBirth,reasonForSwap,bundleType_1,charge,Subcriber_Number,amount,currency_Code,subscriberType,Sim_Serial_Number,Voucher_Number,Card_Pin_No.,Currency_Type,loggedInNumber,emailId,mailBody,mailSubject,receiverID,senderID,backUrl,mpin,paymentMobile,paymentMode,redirectUrl,transactionType,transactionId,fromDate,n,toDate,companyRef,country,paymentAmount,redirectURL,serviceDescription,txRef,refTxnId,refTxnId,refTransactionId,transactionToken,transactionReference,,bestOffer,bundle,bundleType,bundleUnit,chargePID,countryCode,currencyCode,description,duration,durationUnit,extraBundle,newProductCode,nonChargePID,productCode,serviceType,type,smsCount,validity,valueReceived,planType,TONE_ID,query,auuid,password_1,dateOfBirth,documentId,givenNames,nationalId,surname,action,accessTokenValidity,additionalInformation,authorities,authorizedGrantTypes,autoapprove,clientSecret,refreshTokenValidity,resourceIds,scope,Authorization,webServerRedirectUri,emailBody,expireInMS,isEmail,isSMS,mobileNumber,otpLength,refTransaction,otp,otpId,accountNonExpired,accountNonLocked,active,alternateMsisdn,blocked,createdBy,createdOn,credentialsNonExpired,deviceId,emailVerified,enabled,firstName,gender,lastLogin,lastName,middleName,msisdnVerified,id,newUserName,password,passwordModified,role,username,field,value,currentPassword,newPassword,simSerial,simSerial_1_4,updatedBy,updatedOn,category,isBestOffer,lineType,path,API_Path,Endpoint,Content-Type,ASP-OPCO,ASP-Locale,Response_Code,Expected_Param,Changes ,TCType
NG,TC044,Subscriber Profile,Postpaid_Bill_Details,GET,Get Postpaid bill Details with valid prepaid MSISDN,Postpaid_Bill_Details;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,7086566597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/postpaid-bill-details,172.24.6.215,application/json,NG,en-US,200,customerName;lastPaidBill;lastPaidBillDate;invoiceDetails;amount;totalOutstanding;totalUnbilled;currencyType,,Positive
NG,TC045,Subscriber Profile,Postpaid_Bill_Details,GET,Get Postpaid bill Details with valid prepaid MSISDN,Postpaid_Bill_Details;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,9073108107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/postpaid-bill-details,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
NG,TC046,Subscriber Profile,Postpaid_Bill_Details,GET,Get Postpaid bill Details with invalid MSISDN,Postpaid_Bill_Details;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,1234567890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/postpaid-bill-details,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
NG,TC047,Subscriber Profile,Postpaid_Bill_Details,GET,Get Postpaid bill Details with other opco MSISDN,Postpaid_Bill_Details;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,7060340370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/postpaid-bill-details,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
NG,TC048,Subscriber Profile,Postpaid_Bill_Details,GET,Get Postpaid bill Details with empty MSISDN,Postpaid_Bill_Details;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/postpaid-bill-details,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
NG,TC049,Subscriber Profile,Kyc_Customer_Details,POST,KYC Customer Details with valid MSISDN and valid details Parameters,Kyc_Customer_Details;Validate_Response;Result,1,,,,30002,7891234456,6/11/1989,test@airtel.com,8035842648,8053307732,8029991930,8094287546,8022225772,testmani,surname,500,maidenname,8022221930,,8.92E+18,ald,need for change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/kyc-customer-details,172.24.6.215,application/json,NG,en-US,200,statusCode;matched;message,,Positive
NG,TC050,Subscriber Profile,Kyc_Customer_Details,POST,KYC Customer Details with valid MSISDN and  invalid details as parameters,Kyc_Customer_Details;Validate_Response;Result,1,,,,30002,7891234457,6/11/1991,test@airtel.com,8035842649,8053307733,8029991931,8094287547,8022225773,testmani1,surname1,600,maidenname1,8022221930,,8.92E+18,ald1,need for change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/kyc-customer-details,172.24.6.215,application/json,NG,en-US,200,statusCode;matched;message,,Positive
NG,TC051,Subscriber Profile,Kyc_Customer_Details,POST,KYC Customer Details with valid MSISDN and  blank details as Requirement,Kyc_Customer_Details;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,8022221930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/kyc-customer-details,172.24.6.215,application/json,NG,en-US,200,statusCode;matched;message,,Positive
NG,TC052,Subscriber Profile,Kyc_Customer_Details,POST,KYC Customer Details with invalid MSISDN and valid details as Requirement,Kyc_Customer_Details;Validate_Response;Result,1,,,,30002,7891234456,6/11/1989,test@airtel.com,8035842648,8053307732,8029991930,8094287546,8022225772,testmani,surname,500,maidenname,1234567890,,8.92E+18,ald,need for change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/kyc-customer-details,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
NG,TC053,Subscriber Profile,Kyc_Customer_Details,POST,KYC Customer Details with invalid MSISDN and  invalid details parameters,Kyc_Customer_Details;Validate_Response;Result,1,,,,30002,7891234457,6/11/1991,test@airtel.com,8035842649,8053307733,8029991931,8094287547,8022225773,testmani1,surname1,600,maidenname1,1234567890,,8.92E+18,ald1,need for change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/kyc-customer-details,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
NG,TC054,Subscriber Profile,Kyc_Customer_Details,POST,KYC Customer Details with invalid MSISDN and  blank details as Requirement,Kyc_Customer_Details;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,1234567890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/kyc-customer-details,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
NG,TC055,Subscriber Profile,Kyc_Customer_Details,POST,KYC Customer Details with other opco MSISDN and valid details parameter,Kyc_Customer_Details;Validate_Response;Result,1,,,,30002,7891234456,6/11/1989,test@airtel.com,8035842648,8053307732,8029991930,8094287546,8022225772,testmani,surname,500,maidenname,7060340370,,8.92E+18,ald,need for change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/kyc-customer-details,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
NG,TC056,Subscriber Profile,Kyc_Customer_Details,POST,KYC Customer Details with other opco MSISDN and  invalid details parameters,Kyc_Customer_Details;Validate_Response;Result,1,,,,30002,7891234457,6/11/1991,test@airtel.com,8035842649,8053307733,8029991931,8094287547,8022225773,testmani1,surname1,600,maidenname1,7060340370,,8.92E+18,ald1,need for change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/kyc-customer-details,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
NG,TC057,Subscriber Profile,Kyc_Customer_Details,POST,KYC Customer Details with other opco MSISDN and  blank details as Requirement,Kyc_Customer_Details;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,7060340370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/kyc-customer-details,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
NG,TC058,Subscriber Profile,Kyc_Customer_Details,POST,KYC Customer Details with Empty MSISDN and valid details as Requirement,Kyc_Customer_Details;Validate_Response;Result,1,,,,30002,7891234456,6/11/1989,test@airtel.com,8035842648,8053307732,8029991930,8094287546,8022225772,testmani,surname,500,maidenname,,,8.92E+18,ald,need for change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/kyc-customer-details,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
NG,TC059,Subscriber Profile,Kyc_Customer_Details,POST,KYC Customer Details with Empty MSISDN and  invalid details as Requirement,Kyc_Customer_Details;Validate_Response;Result,1,,,,30002,7891234457,6/11/1991,test@airtel.com,8035842649,8053307733,8029991931,8094287547,8022225773,testmani1,surname1,600,maidenname1,,,8.92E+18,,need for change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/kyc-customer-details,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
NG,TC060,Subscriber Profile,Kyc_Customer_Details,POST,KYC Customer Details with Empty MSISDN and  blank details parameters,Kyc_Customer_Details;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,8026202009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/kyc-customer-details,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
NG,TC061,Subscriber Profile,Get_Kyc_Customer_Details,POST,Get KYC customer details with valid MSISDN No,Get_Kyc_Customer_Details;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,9024377761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/get-kyc-customer-details,172.24.6.215,application/json,NG,en-US,200,"msisdn,request",,Positive
NG,TC062,Subscriber Profile,Get_Kyc_Customer_Details,POST,Get KYC customer details with invalid MSISDN No,Get_Kyc_Customer_Details;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,1234567890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/get-kyc-customer-details,172.24.6.215,application/json,NG,en-US,400,,,Negative
NG,TC063,Subscriber Profile,Get_Kyc_Customer_Details,POST,Get KYC customer details with other OPCO MSISDN No,Get_Kyc_Customer_Details;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,7060340370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/get-kyc-customer-details,172.24.6.215,application/json,NG,en-US,400,,,Negative
NG,TC064,Subscriber Profile,Get_Kyc_Customer_Details,POST,Get KYC customer details with blenk MSISDN No,Get_Kyc_Customer_Details;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/get-kyc-customer-details,172.24.6.215,application/json,NG,en-US,400,,,Negative
NG,TC065,Subscriber Profile,Get_FDN_Details,POST,Get FDN details with valid MSISDN No,Get_FDN_Details;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,9024377761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/get-fdn-details,172.24.6.215,application/json,NG,en-US,200,fdn1,,
NG,TC066,Subscriber Profile,Get_FDN_Details,POST,Get FDN details with invalid MSISDN No,Get_Kyc_Customer_Details;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,1234567890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/get-fdn-details,172.24.6.215,application/json,NG,en-US,400,,,
NG,TC067,Subscriber Profile,Get_FDN_Details,POST,Get FDN details with other OPCO MSISDN No,Get_Kyc_Customer_Details;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,7060340370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/get-fdn-details,172.24.6.215,application/json,NG,en-US,400,,,
NG,TC068,Subscriber Profile,Get_FDN_Details,POST,Get FDN details with blenk MSISDN No,Get_Kyc_Customer_Details;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/get-fdn-details,172.24.6.215,application/json,NG,en-US,400,,,
NG,TC069,Subscriber Transactions,Activate_Pnp_Bundle,POST,Active PNP Bundle(voice)  with required valid parameter,Activate_Pnp_Bundle;Validate_Response;Result,1,,,,30003,,,,,,,,,,,,,9073733657,,,,,VOICE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*149*2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/activate-pnp-bundle,172.24.6.215,application/json,NG,en-US,200,status;message,,Positive
NG,TC070,Subscriber Transactions,Activate_Pnp_Bundle,POST,Active PNP Bundle(sms)  with required valid parameter,Activate_Pnp_Bundle;Validate_Response;Result,1,,,,30003,,,,,,,,,,,,,9073733657,,,,,SMS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*149*2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/activate-pnp-bundle,172.24.6.215,application/json,NG,en-US,200,status;message,,Positive
NG,TC071,Subscriber Transactions,Activate_Pnp_Bundle,POST,Active PNP Bundle(data)  with required valid parameter,Activate_Pnp_Bundle;Validate_Response;Result,1,,,,30003,,,,,,,,,,,,,9073733657,,,,,DATA,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AN300GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/activate-pnp-bundle,172.24.6.215,application/json,NG,en-US,200,status;message,,Positive
NG,TC072,Subscriber Transactions,Activate_Pnp_Bundle,POST,Active PNP Bundle with invalid parameter,Activate_Pnp_Bundle;Validate_Response;Result,1,,,,30003,,,,,,,,,,,,,907373365,,,,,DATA123,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*149*2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/activate-pnp-bundle,172.24.6.215,application/json,NG,en-US,502,status;error;message,,Negative
NG,TC073,Subscriber Transactions,Activate_Pnp_Bundle,POST,Active PNP Bundle with any blank parameter,Activate_Pnp_Bundle;Validate_Response;Result,1,,,,30003,,,,,,,,,,,,,907373365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*149*2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/activate-pnp-bundle,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
NG,TC074,Subscriber Transactions,Enquiry_Voucher_Recharge,GET,Get enquiry voucher recharge with valid MSISDN and type,Enquiry_Voucher_Recharge;Validate_Response;Result,1,,,,30003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/enquiry-voucher-recharge,172.24.6.215,application/json,NG,en-US,,,,Negative
NG,TC075,Subscriber Transactions,Enquiry_Voucher_Recharge,GET,Get enquiry voucher recharge with invalid MSISDN and type,Enquiry_Voucher_Recharge;Validate_Response;Result,1,,,,30003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/enquiry-voucher-recharge,172.24.6.215,application/json,NG,en-US,,,,Negative
NG,TC076,Subscriber Transactions,Enquiry_Voucher_Recharge,GET,Get enquiry voucher recharge with other opco valid MSISDN and type,Enquiry_Voucher_Recharge;Validate_Response;Result,1,,,,30003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/enquiry-voucher-recharge,172.24.6.215,application/json,NG,en-US,,,,Negative
NG,TC077,Subscriber Transactions,Enquiry_Voucher_Recharge,GET,Get enquiry voucher recharge with blank MSISDN and type,Enquiry_Voucher_Recharge;Validate_Response;Result,1,,,,30003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/enquiry-voucher-recharge,172.24.6.215,application/json,NG,en-US,,,,Negative
NG,TC078,Subscriber Transactions,Enquiry_Voucher_Recharge,GET,Get enquiry voucher recharge with valid MSISDN and  invalid type,Enquiry_Voucher_Recharge;Validate_Response;Result,1,,,,30003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/enquiry-voucher-recharge,172.24.6.215,application/json,NG,en-US,,,,Negative
NG,TC079,Subscriber Transactions,Enquiry_Voucher_Recharge,GET,Get enquiry voucher recharge with invalid MSISDN and invalid type,Enquiry_Voucher_Recharge;Validate_Response;Result,1,,,,30003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/enquiry-voucher-recharge,172.24.6.215,application/json,NG,en-US,,,,Negative
NG,TC080,Subscriber Transactions,Enquiry_Voucher_Recharge,GET,Get enquiry voucher recharge with other opco valid MSISDN and invalid type,Enquiry_Voucher_Recharge;Validate_Response;Result,1,,,,30003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/enquiry-voucher-recharge,172.24.6.215,application/json,NG,en-US,,,,Negative
NG,TC081,Subscriber Transactions,Enquiry_Voucher_Recharge,GET,Get enquiry voucher recharge with other blank MSISDN and invalid type,Enquiry_Voucher_Recharge;Validate_Response;Result,1,,,,30003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/enquiry-voucher-recharge,172.24.6.215,application/json,NG,en-US,,,,Negative
NG,TC082,Subscriber Transactions,Pay_postpaid_bill_Details,POST,Make payment of the postpaid bill with valid subscriberNumber and valid amount,Pay_Postpaid_Bill;Validate_Response;Result,1,,,,30003,,,,,,,,,,,,,,,,,,,,7086566597,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/pay-postpaid-bill,172.24.6.215,application/json,NG,en-US,200,status;message,,Positive
NG,TC083,Subscriber Transactions,Pay_postpaid_bill_Details,POST,Make payment of the postpaid bill with invalid subscriberNumber and valid amount,Pay_Postpaid_Bill;Validate_Response;Result,1,,,,30003,,,,,,,,,,,,,,,,,,,,1234567890,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/pay-postpaid-bill,172.24.6.215,application/json,NG,en-US,502,status;error;message,,Negative
NG,TC084,Subscriber Transactions,Pay_postpaid_bill_Details,POST,Make payment of the postpaid bill with other opco subscriberNumber and valid amount,Pay_Postpaid_Bill;Validate_Response;Result,1,,,,30003,,,,,,,,,,,,,,,,,,,,752600581,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/pay-postpaid-bill,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
NG,TC085,Subscriber Transactions,Pay_postpaid_bill_Details,POST,Make payment of the postpaid bill with blank subscriberNumber and valid amount,Pay_Postpaid_Bill;Validate_Response;Result,1,,,,30003,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/pay-postpaid-bill,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
NG,TC086,Subscriber Transactions,Pay_postpaid_bill_Details,POST,Make payment of the postpaid bill with valid subscriberNumber and invalid amount,Pay_Postpaid_Bill;Validate_Response;Result,1,,,,30003,,,,,,,,,,,,,,,,,,,,7086566597,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/pay-postpaid-bill,172.24.6.215,application/json,NG,en-US,200,status;message,,Positive
